job_item_name,job_item_comapny,job_item_area,job_item_experience,job_item_degree,job_item_salary,job_item_description
資訊系統維護工程師(臺中機場),蒼祐科技股份有限公司,台中市沙鹿區,經歷不拘,專科,待遇面議,1.伺服器維護及設定。 2.EndUser端電腦的障礙排除及問題回覆 3.網路設定及查修 4.各機房巡查、監控 註:需輪班，月休8天。 註:具年終獎金。 註:下列擅長工具需熟悉任意兩項。 註:下列工作技能需熟悉任意兩項。
Data Engineer / 資料工程師,瑞嘉軟體科技股份有限公司,台北市內湖區,1年以上,大學,待遇面議,"• Design and implement software systems and tools for internal process automation based on data mining and machine learning techniques. • Design, implement, and operate data analytics platforms for business intelligence analysis. • Provide data insights and develop data intelligence solutions/reports for business decisions. • Work with other teams to assist with data-related technical issues and support their data infrastructure needs. • Evaluate and identify the use of new or existing software products and technologies. • Perform other duties as necessary."
板信商業銀行-資訊部( 系統管理人員 ),板信商業銀行股份有限公司,新北市板橋區,3年以上,專科,待遇面議,(一)負責總行、分行、資訊中心網路架構規劃、網路設備設定管理及頻寬監控。 (二)負責對外單位數據通訊線路管理。 (三)無線網路、IP/MAC管理。 (四)WhatsUP GOLD、網路流量(FLOW)及SNMP等網管軟體操作。 (五)網路相關專案規劃及執行。 (六)資訊相關業務支援與執行。
【斗六】★資訊行政客服★(完善訓練/福利優渥),聯成電腦有限公司(聯成電腦/聯成外語),雲林縣斗六市,經歷不拘,專科,待遇面議,【職務內容】 1.電腦教室軟硬體設備維護. 2.學員課後問題協助/就業輔導. 3.與講師溝通協調及排課. 4.教學教材庫存管理. 5.其他行政庶務交辦.
[專案部-金融資訊] 專案工程師 (Programmer) ~歡迎新鮮人~,人工智能股份有限公司,台北市南港區,經歷不拘,大學,待遇面議,前期以維護為主，未來將進行專案導入預備工作。 本職位擁有紮實的培訓機制，栽培想往系統分析師或系統設計師方向發展的人才！ 如果您是對未來有想法及目標，具熱忱、耐心特質，亦或是對銀行徵授信與風險管理系統有興趣、經驗者，熱烈的歡迎您加入我們的團隊！成為我們的夥伴！ ➤工作內容: - 開發客製化需求於公司平台(JSP OR C#) - 撰寫/執行測試案例，驗證產出的系統符合需求。 - 配合公司專案 ➤工作條件: - JAVA、JSP開發經驗 - 具Visual Basic .NET或C#基礎能力 - 瞭解MS SQL資料庫運作方式，對 T-SQL相關指令有基礎認知 - 可獨立或與團隊合作，工作態度積極、負責，能配合公司規定 - 對金融業系統或保險業系統有概念或興趣，有相關工作經驗尤佳 ➤備註: - 正職有Notebook購買補助（到職初期需先自備Notebook） (請參考官網:http://www.gemfor.com.tw/)
軟韌體研發工程師(湖口本部-RD5),居易科技股份有限公司,新竹縣湖口鄉,經歷不拘,碩士,待遇面議,1.開發與維護路由器基本功能 2.驅動程式功能開發維護 3.資訊安全相關功能開發維護 4.網頁後端軟體開發 ~誠摯歡迎對網通有興趣的您加入~
Junior/Senior PHP 後端平台工程師,艾得基客行銷顧問股份有限公司,台北市大安區,1年以上,專科,待遇面議,"adGeek艾得基客是一家專注於網路廣告優化及行銷整合的互聯網公司。目前我們團隊處於高速開發產品的時間，產品的功能相當多，可以玩與嚐試的東西很多，特別是架構面的東西，如消息隊列、大數據架構、設計模式、OAuth/SSO認證系統等。此外，團隊中也有不同領域的夥伴可以一同學習與分享，包含AI, 大數據，API平台等。 工作職責: 1. 開發穩健可擴充的後端系統 2. 根據公司產品需要不斷提高產品用戶體驗和更好的實現產品規劃目標 3. 根據技術部門要求完成技術研究工作，並輸出研究成果和推動成果實作。 任職資格: 1.大學以上學歷，1年以上(含)的PHP後端開發經驗 2.精通web開發後端框架，至少一個(Yii、Laravel) 3.至少瞭解一種關聯式資料庫（ MySQL/MariaDB/Percona/Oracle/SQL Server等）的開發經驗；熟悉至少一種NoSQL資料庫者優先(MongoDB/Cassandra/Dynamal)； 4.知道io，分布式、快取、消息隊列、搜索等機制； 5.熟悉常用的資料結構和演算法 6.使用過AWS/GCP經驗者佳 所以，我們希望即將成為我們夥伴的你(妳)，可以具備以下特質: 1. 你(妳)必須對於技術有著極大的熱情 2. 你(妳)可以輕鬆的面對工作，但不可以沒有責任心 3. 你(妳)可以展現個人能力，但不可以特異獨行 概括來說，為了提供給公司業務及產品更完整的支持，對於廣告的相關知識，我們有完整的教育訓練，你(妳)不必擔心。我們更期待你(妳)能夠與團隊成員合作、溝通，擁有面對挑戰的決心與毅力以及對於網路廣告服務無限的熱情， 主動積極地向我們推薦自己，我們將誠摯歡迎你(妳)的加入。"
技術總監,亞太滿譽科技有限公司,台北市中山區,5年以上,專科,待遇面議,1.採用 Go 語言（Golang）開發後端程序，負責核心業務的技術方案設計、評審和開發。 2.對研發中的問題進行分析和總結，通過单元測試、代碼審查、自動化、微服務等手段改進研發流程，提升研發效率。 3.參與平台架構設計及優化；持續優化和重構現有系統；分析系統瓶頸，解決各種疑難問題，對系統進行性能調優。
資料處理工程師,台灣光罩股份有限公司,新竹市,經歷不拘,專科,待遇面議,1.資料data處理服務作業 2.光罩設計圖處理 3.掌控進度及調度tooling人員作業，以達客戶JDV需求
【專案】網路工程師 (高雄),中華系統整合股份有限公司,高雄市左營區,經歷不拘,專科,待遇面議,1.熟悉網路相關建置專案 2.Cisco或Juniper網通及整合技術 3.具有Router、Switch、Firewall相關經驗一年以上
網頁前端工程師(台中),耀緯科技有限公司,台中市西區,經歷不拘,高中,待遇面議,1.遊戲官網、手機網頁及行動App內頁面程式開發 2.負責網站前端開發並與後端工程師配合完成專案 3.與設計師配合開發前端組件，維護並優化前端頁面效能
ITU7-Java系統開發工程師 I,大聯大投資控股股份有限公司,台北市南港區,經歷不拘,大學,待遇面議,"大聯大控股資訊服務處擁有百名團隊夥伴，媲美中型軟體公司，以服務導向傾聽內外部客戶需求，結合自有資訊技術團隊，提供軟體開發、流程優化、跨集團系統整合之專業服務。以資訊技術為根本，內涵管理系統思考，協助大聯大達成企業運營目標 【職務內容】 你(妳)即將擔任Azure雲端服務 系統/微服務 開發之角色 1. Java SpringBoot 微服務開發。 2. 使用Azure DevOps 開發流程 3. 熟悉Azure Cloud Service (K8/DB/BLOG/Service Bus) 4. 熟悉微服務/中台化架構 5. 與團隊成員共同執行 Agile 開發流程(Scrum)，樂於及時反饋與修正。 【徵才條件】 你(妳)如果具備以下要求，至少1~2項，將會是很好的工作候選人，您的薪資待遇將會與所具備之專業年資呈正向相關 • 熟悉Java(有SpringBoot開發經驗尤佳)。 • 軟體開發生命週期(Agile、Scrum、DevOps)建立及導入工作 • 建立自動化部署流程,熟悉DevOps 自動化CI/CD相關的服務(有Azure DevOps經驗尤佳) • 熟悉Git版本管控。 • TOEIC 成績500以上(或其它同等語文能力證明) * 此職務因應擴大專案業務需求，為新增設之職缺，年薪依績效可達約15~18全月薪以上 * 若為碩士畢業 或三年以上之直接經驗，年薪另議。"
【A】電腦視覺與機器學習演算法工程師,富智康國際股份有限公司(鴻海集團),新北市土城區,經歷不拘,大學,待遇面議,電腦視覺與傳感器感知是無論在自駕車、SLAM、手機、物聯網等熱門應用領域的基礎，本職務主要負責開發視覺與各種傳感器核心演算法，基於電腦視覺、環境感知、機器學習、計算攝影學等核心技術，應用於車用以及各種終端產品。 1.核心智能演算法開發。 2.針對目標商用平台進行演算法／模型優化。 3.支持自駕車、新能源車智能產品開發。
研發工程類-電腦視覺演算法工程師/主管 Computer Vision Engineer/Supervisor,ASM Pacific_香港商先進太平洋股份有限公司台灣分公司,桃園市龜山區,經歷不拘,大學,待遇面議,"• Degree or higher in Engineering or Science disciplines (or any degree with courses on pattern recognition and imaging processing) • Good logical thinking and analytical mind • Experience in C/C++ and Windows programming • Have a good command of written and spoken English • Be independent, initiative, performance-driven • Responsible for conducting research and development in computer vision technology, machine learning technology, advanced vision algorithms and applications for machine automation and visual inspection • Experience in machine learning related tools such as Tensor Flow, Theano, Matlab, OpenCV etc. will be a plus"
軟體工程師 (C#),諾亞克科技股份有限公司,台北市大安區,1年以上,專科,待遇面議,1. ASP.NET MVC 網站開發 2. ASP.NET Web API 開發 3. MSSQL 資料庫設計與調整 4. 一般後台程式開發 5. Git 版本控制使用
系統工程師(運籌),PChome Online_網路家庭國際資訊(股)公司,桃園市龜山區,1年以上,大學,待遇面議,1. 資訊系統軟體、硬體設定、安裝、維護。 2. 倉庫作業電腦/網路設備相關問題排解。 3. 具有網路架設、維運等知識，對故障進行排除。 4. 其他主管交辦事項、新技術測試評估與導入。 上班地點 : 桃園南崁區、桃園大園區、桃園八德區、桃園龜山區
【大安】網路管理工程師,中華系統整合股份有限公司,台北市大安區,3年以上,專科,待遇面議,"工作內容: - 網路設備日常監控與告警處理 - 網路安全與存取控制的維護(Firewall/Access Control, intrusion Detection, Intrusion Prevention, Administrative Access Control) - 網路設備安裝、設定及設備維護 - 分析、解決網路問題 - 協助專案執行與建置 - 網路相關資料文件撰寫 - 此職務可能需要出差 經驗與技術: - 具備三年以上相關工作經驗 - 需熟悉IT的流程改善、最佳化實踐與架構規畫 - 獨立的工作能力 - 具備網路問題排錯能力 - 勝任LAN、VPN、WAN等的操作與維護 - 熟TCP/IP運作原理、OSI Model基本結構 - 必須具備網路知識(DNS, Cisco routers/switches, Juniper firewalls/ACL,Routing, BGP) - 熟悉網管監控工具使用與維運 額外加分項目: - 對負載平衡相關知識有深入瞭解 - Windows 2008/2012/2019 Server和Linux作業系統的工作經驗 - 具備電信相關工作經驗者優先 - 具備自我學習的能力、細心謹慎、耐心與負責任 - 具備相關資訊證照尤佳"
Hsinchu/Taipei - [Wifi] Software Engineer,NXP Semiconductors Taiwan Ltd._台灣恩智浦半導體股份有限公司,新竹市,經歷不拘,大學,待遇面議,"Job Descriptions 1. Software engineer will participate in Wi-Fi software/firmware design and development. 2. Research, design and develop cutting edge technologies for industrial features and IEEE/WFA spec. Ranging from Wi-Fi enterprise access point, embedded clients and other wireless technologies. 3. Participate the full life cycle of IC – spec designing, pre-silicon validation, chip bring-up, software development, customer engaging and supporting. 4. Support customers remotely or onsite as needed. Job Requirements 1. MS in EE, CE, or CS 2. Proficient in C programming language. 3. Software development, testing & troubleshooting skills 4. Knowledge of Wi-Fi (IEEE802.11 a/b/g/n/ac/ax) is a plus 5. Experience on Linux / Android / Windows Wi-Fi driver programming is a plus 6. Experience on real-time OS (FreeRTOS / ThreadX) programming is a plus 7. Knowledge of ARM assembly is a plus 8. Experience with low level silicon bring-up and silicon validation is a plus 9. Experience with PCIe/USB/SDIO bus interface is a plus 10. Team player and excellent interpersonal, communication and writing skills 11. Independent, self-motivated and willing to learn"
[雲端產品部] 前端開發工程師 (Front-end Developer),人工智能股份有限公司,台北市南港區,3年以上,大學,待遇面議,➤工作內容: - 需開發產品Web相關程式，包含前端網頁及後端API串接整合 - 規劃產品之架構設計 - 協助研發軟體新技術與新工具 ➤工作條件: - 3年以上前端開發經歷(Angular/React/Vue)、對於後端應用程式(Web API/Restful API)具備整合開發能力 - 擅長工具：Git/Gitlab/Angular/Vue/React/HTML/JavaScript/jQuery/CSS
,,None,None,None,待遇面議,None
,,None,None,None,待遇面議,None
M365/O365 系統工程師,中華系統整合股份有限公司,台北市大安區,2年以上,專科,待遇面議,Microsoft M365/O365技術服務人員1名 1. Azure O365 帳號管理權限設定 2. Azure AD 及 Exchange mail online建置設定及相關問題處理 3. 了解基本資安及網路概念 4. 熟悉M365 Exchange Online MailBox移轉相關的服務 5. 具備獨立思考、學習新技術能力 6. 願意學習Presale及PM服務能量 7. 具備良好溝通能力，能與團隊成員教學相長
測試職務_請勿應徵_app_qa_e2e_焦點精選自動排序扣點退點驗證,104測試_APP公司(請勿應徵),台北市大安區,經歷不拘,專科,待遇面議,1.規劃測試計畫與測試案例（test case）。 2.測試與驗證系統功能、相容性、效能、壓力承載、可靠度等。 3.建立測試環境，撰寫、維護、改善測試程式。 4.分析測試資料、釐清問題、提出改善建議，並撰寫測試報告。 5.維護相關測試設備。
Tech Support Engineer,Edenred_新加坡商宜睿智慧股份有限公司台灣分公司,台北市信義區,1年以上,大學,待遇面議,"As a key member of Ticket Xpress product team, the Tech Support Engineer is responsible for business operation support, to understand the business requests and provide technical solutions by respecting the defined SLA, provide proactive feedback to help the business team to make better decisions to improve the product, follow up the issues to make sure all issues can be driven to the end. 1. Business savvy & need management: Able to obtain client needs in relation to background and context. Direct communication with clients via different channels to clarify client needs. 2. Technical savvy: Including system architecture and implement methodology. 3. Helpdesk management: Manage helpdesk tickets, drive support team on tickets closure according to the defined priority and SLA, justify the impact scope and severity of the issue, escalate the issue if necessary. 4. Troubleshooting and issue follow-up: Lead and take part in cross-functional troubleshooting, from software to hosting to address the issue and root cause, provide workaround and permanent solutions. Lead the team in code debug to isolate application bug and follow up the issues addressed during the support activities until resolved. Proactively communicate with requests’ stakeholders in an efficient manner. 5. System monitoring: Lead and establish system monitoring/alert mechanism to ensure system status and receive system alerts and take immediate corresponding actions. 6. Documentation: Generate and maintain technical support documents, like SOP, FAQ etc. 7. Coaching: Coach the support team member regarding the technical items and non-technical items (processes, soft skills etc.), recommend proper tools and best practices to the team to improve the quality and efficiency. 8. Continuous improvement: Analyze the supported items on regular basis, continuous improvement on support process/efficiency, provide proactive product improvements recommendation to product team to help to improve the product operation efficiency, user experience, to avoid user error etc. 9. Leadership and sprint facilitating: Work with scrum master and the team to facilitate the process of the sprints. 10. Others: Other missions given by the BU, e.g. innovation projects."
資安系統助理工程師_台中,漢昕科技股份有限公司,台中市北屯區,1年以上,大學,待遇面議,1.協助二線工程師進行資安產品專案導入，如規劃、建置、維護。 2.協助建立資安產品相關測試環境，包含虛擬化建置與管理。 3.協助撰寫工作進度報告、操作手冊、維護手冊、教育訓練等技術文件。 4.主管交辦事項。
Python後端工程師,光禾感知科技股份有限公司,台北市大安區,經歷不拘,大學,待遇面議,"[ 工作內容 ] 1. 資料庫的架構設計、開發。 2. RESTful API 設計、開發及文件撰寫。 3. 為模組撰寫自動化測試。 4. 伺服器架構設計、開發以及維護。 5. 伺服器管理介面開發及維護。 [ 基本條件 ] 1. 熟悉 Linux 並有Python開發經驗。 2. 熟悉資料庫使用 (SQL, mongodb)。 3. 熟悉資料結構及演算法等。 4. 熟悉 Git。 [ 加分項目 ] 1. 具備伺服器架設/規劃經驗。 2. 具備使用者介面設計與整合經驗。 3. 具備Microsoft Azure管理或架設經驗。 4. 具備Python Flask 相關經驗。"
商業智慧(BI)工程師,致富寶股份有限公司,台北市內湖區,經歷不拘,大學,待遇面議,1. 商業智慧(BI)系統分析並製作系統需求規格書文件。 2. 熟悉MS SQL管理、架構、語法、調教。 3. Dashboard、Report設計。 4. 有BI工具(如SAP BO/ Tableau/ MS PowerBI/ IBM Cognos 等)使用經驗尤佳。 5. 歡迎細心、肯學習具企圖心之新鮮人。
專案部門助理工程師(新竹、台北、高雄）,華苓科技股份有限公司,新竹市,經歷不拘,專科,待遇面議,1有意往資訊業工作人員 2協助專案文件撰寫 3協助進行專案軟體測試 4協助聯絡客戶 5執行主管交辦任務
前端網頁開發工程師(WM),博暉科技股份有限公司,台北市內湖區,3年以上,大學,待遇面議,1. 與 PM、產品設計師及後端團隊共同為客戶規劃及開發高品質的金融相關平台 2. 依據產品設計師規劃之頁面切版，需時常溝通討論符合視覺需求和友善的使用者介面 3. 團隊合作開發網頁及API串接，為前端專案及UI組件編寫高性能、可複用的程式碼，並進行測試
AI 影像辨識應用開發工程師,科智企業股份有限公司,台北市中山區,經歷不拘,大學,待遇面議,歡迎對影像辨識技術應用有興趣的人才加入 1.開發深度學習影像辨識相關應用(物件偵測、行為偵測)解決方案 2.與團隊配合將影像辨識相關應用方案工具化 3.深度學習相關技術學習及研究
資深運維工程師,暘昇資訊有限公司,台北市松山區,5年以上,專科,待遇面議,1. AWS、Azure、GCP、阿里雲...等雲端服務整合及管理 2. CDN架構規劃與環境佈署 3. 利用 Gitbucket，Gitlab，SVN，Jenkins 整合更新與佈署流程 4. 一般運維操作，包含伺服器系統監測、troubleshooting...等 5. 撰寫系統管理及操作文件 6. 相關專案管理 & 規劃 7. 初級人員教育訓練
「日本」前端開發工程師 (無需日文 非派遣),Almanage business solutions inc.,日本,3年以上,大學,待遇面議,1. 與產品設計師，後台工程師、產品經理進行協作，參與產品的UI設計和需求討論。 2. 對現有代碼和架構進行持續改進。 3. 前端基礎框架和組件的開發和維護。 4. 具備DevOps能力，能進行獨立完成前端項目發布和部署工作。
前後端工程師,金智洋科技股份有限公司,台南市安南區,經歷不拘,大學,待遇面議,1. 負責前端功能項目開發設計。 2. 熟悉以下技術： 程式語言→HTML5、CSS3、JavaScript、PHP。 資料庫→Mysql、PostgreSQL。 3. 對技術有熱忱並自我提升，重視團隊合作。 4. 依工作績效發放獎金。 5. 積極正向、抗壓性高，願挑戰高薪者歡迎面試。 技術加分項: 1. 使用 Vue.js或其他前端框架。 2. 使用 Laravel 或其他後端框架。 3. 接觸 Bootstrap或其它 CSS Framework。 4. 使用 ES6語法。
C#軟體工程師,英屬維京群島商樂紅有限公司,台中市西屯區,1年以上,大學,待遇面議,"# 必要條件 # 1 年以上 c# 開發經驗 熟悉 asp.net core/dotnet core framework 撰寫單元測試、整合測試 熟悉 docker 相關操作 git 及 git flow 相關操作 api 對接及開發相關經驗 至少使用過 MySQL/MariaDB, MSQL, Oracle, PostgreSQL 其中一種以上關連式資料庫 多執行緒程式設計 # 加分條件 # * 實作 client/server 相關經驗 * 熟悉 websocket * 熟悉 Linux 操作 * 熟悉 kubernetes * 熟悉 aws/gcp * 熟悉 Redis * 了解分散式程式設計概念"
竹東廠-資訊專員,晶瑞光電股份有限公司,新竹縣竹東鎮,1年以上,大學,待遇面議,一、ERP、MES、電簽系統管理與維護 二、程式開發、測試 三、說明文件撰寫 四、主管交辦事項
軟體工程師,達聲企業股份有限公司,台中市大雅區,經歷不拘,大學,待遇面議,1.開發及維護企業內部ERP等系統 2.收集需求並進行系統開發 3.樂於主動發現並解決排除問題 4.基本作業系統操作(Windows、Linux)
S&P Business Transformation Consultant,Nexperia_安世半導體股份有限公司,台北市南港區,經歷不拘,學歷不拘,待遇面議,"What you will do • Directly provide updates on the project objectives, performance measures, issues and risks to partners and management. • Monitor and implement continuous improvement best practices. • Develop and handle continuous improvement plans for projects with low cost and risk, reaching and sustaining project goals. • Conduct organization readiness assessments, value realization, opportunity prioritization, resource evaluation and execute continuous improvement strategies that meet business needs. • Independently handle complex issues with minimal supervision, while escalating only the most complex issues to appropriate staff. • Other duties as assigned What you will need • Bachelor's degree in a related field or equivalent experience • Minimum of four years of related work experience • Working knowledge of tools such as Aris / Signavio or equivalent for process mapping • Certified Lean Six Sigma Green Belt with track record of executing green belt projects and training and coaching Yellow Belts • Experience in working in an international environment, supply chain management relevant • Fluent in English, verbal and written • Willingness to travel globally when allowed again Preferred Qualifications • Experienced and certified Lean Six Sigma Black Belt • Knowledge of Lean and lean tool sets/platforms • Change agent: good influential skills to drive continuous improvement culture in a dynamic environment • Knowledge of process mining and process mining tools • Experience in executing and/or coaching maintenance and repair/reliability excellence projects • Experience in ERP implementations such as SAP • Other language skills would be a plus Talent acquisition based on Nexperia vacancies is not appreciated. Nexperia job adverts are Nexperia copyright © material and the word Nexperia® is a registered trademark. Nexperia is an Equal Opportunity/Affirmative Action Employer."
駐香港科研中心-研發工程類-軟體研發工程師 Software Engineer (C / C++ Preferred) (Fresh Graduate Is Welcome),ASM Pacific_香港商先進太平洋股份有限公司台灣分公司,香港特別行政區,1年以上,大學,待遇面議,"Working Location: Hong Kong (with 2 years' free apartment services) 工作地點：香港(提供2年免費住宿) Job descriptions • Responsible for semiconductor equipment software development, including o Implement user interface for machine operations o Realize the manufacturing process automation through robotic control in micron scale o Integrate with machine vision software for alignment and inspection in micron scale o Implement industrial standard network protocols to communicate with manufacturing executing system o Provision for Industry 4.0 職責： • 負責半導體設備的軟體開發，包括 o 應用機器操作的用戶介面 o 透過微米級的機器控制實現製造過程自動化 o 與機器視覺軟件集成，進行微米級的對準和檢驗 o 實施工業標準網絡規約以與製造執行系統進行傳送 o 規範工業4.0 Job requirements • Degree or higher in Computer Science / Engineering / Mathematics / Physics or relevant disciplines • Around 1 – 2 years’ relevant working experience in software development or relevant field is preferred • Proficient in C/C++ and application programming • Good knowledge of multi-threading, object-oriented programming, design patterns and UML statechart • Hands-on experience in developing software in MS Windows, Visual Studio or Linux • Familiar with Operating System Internals is a plus 要求： • 計算機科學/工程/數學/物理或相關學科的大學學位或更高學歷 • 具有1-2年以上的軟體開發相關工作經驗者優先 • 精通C / C ++和應用程式編程 • 熟悉多執行緒、物件導向程式設計、設計型樣及UML狀態圖 • 具備於MS Windows、Visual Studio或Linux開發軟體的經驗 • 熟悉Operating System Internals經驗者優先 Attractive salary and fringe benefits package will be offered to the right candidates. Interested parties please submit your application with cover letter, resume, certificate and transcripts."
文件管理人員,宇軒綠能股份有限公司,台南市安平區,1年以上,專科,待遇面議,1.公司資料庫的管理維護。 2.將公司歸檔文案逐件點收，整理歸納。 3.協助辦公業務及主管交代事項。 4.各式文件管理維護、分類、登記、入檔、保管。 5.外部客戶文件更新、查核、跟催、整理等作業。 6.文件資料檢查與更新。
值班工程師,銓鍇國際股份有限公司,新北市中和區,經歷不拘,專科,待遇面議,1. 資訊系統及網路之即時監控、管理、維運及記錄統計等工作。 2. 資訊服務之安全管理及協助障礙叫修作業。 3. 依標準作業流程（SOP）進行相關維運，並於第一線進行問題診斷及障礙排除。 4. 報修事件及工單接收、處理、分派與追蹤。 5. 支援其他部門工作。 6. 配合24小時排班輪休(另有值班津貼)。
工程領域課程助教,學米股份有限公司,台北市大同區,經歷不拘,高中,待遇面議,我們是學米，目前致力於職能教育， 學米－理想工作的最後一哩。 － 以協助學員達到學習目標為最大宗旨。 如果您喜歡規劃安排並給予建議、優化課程體驗與積極提供新點子、 喜歡與人交際，樂於分享事物、同時您也是獨立自主、負責認真的人， 那您就是我們要找的夥伴！ － 職務相關內容： （1）了解學米的各項產品 （2）協助規劃學員學習步調 （3）提升用戶體驗 （4）上班時間為12：00～21：00，如果您也喜歡晚睡晚起晚上班，我們的工作時間非常適合您！ （5）需大量學習專業知識，公司將提供完整學習資源！ － 職務必備條件： （1）必備溝通與團隊精神：良好的溝通是一切基礎 （2）富有責任感：能對自己的言論和行為負責 （3）喜歡線上課程，尤其工程領域 （4）有學習工程相關經歷（涵蓋前端設計、前端工程、Python等） － 上班時間： 每週休兩天，12：00～21：00（含休息時間1小時） 上班地點： 臺北市大同區承德路三段113巷4號
,,None,None,None,待遇面議,None
,,None,None,None,待遇面議,None
Apple iOS APP 工程師 ( Pi 拍錢包 ),PChome Online_網路家庭國際資訊(股)公司,台北市大安區,經歷不拘,大學,待遇面議,工作職責： Apple iOS APP開發 需求技能： －具 iOS App 開發、維護、測試、上架、性能優化，二年以上經驗者佳 －熟悉 Objective C、Swift －熟悉 Core Data 等資料庫處理 －熟悉 Git & Git Flow 相關操作及概念 －熟悉 CocoaPods －熟悉手機端程式相關技術及應用、API串接及第三方服務串接 －具良好溝通能力、工作熱忱、團隊配合度高、抗壓性強者佳
【PM】Junior Software Product Manager / 軟體產品經理,英屬維京群島商瑞嘉耐思科技有限公司台灣分公司,台北市內湖區,1年以上,大學,待遇面議,"We are looking for experienced, highly motivated & results orientated Product Manager to join our team. The ideal candidate is a professional who understands what it takes to coordinate a multi-faceted, complex project and who has the drive to make things happen. The right person is not only a product manager, but has the soft skills to help busy stakeholders willingly meet all their deadlines. You will work in a cross-functional team, and in this role, you are the glue that holds things together and will be on point to ensure success. 【Major duties & responsibilities】 • Develop detailed project plan & project status updates to monitor and track progress, and to maintain with agile oriented tools. • Review & Track project deliverables produced by stakeholders, business analysts, technical service owners & QAs. • Develop, maintain and appropriately prioritise backlog of user stories for implementation. • Monitor, optimize and enhance the configuration, features and functionalities related to the product. 【Required】 • Must demonstrate excellent verbal and written skills to communicate effectively with cross functional teams including business, IT, application development and DBA teams. • Good Project Management, Tracking, Control and Visibility (communication) for Stakeholders and project teams to give a forecast view of existing or incoming projects. • Ability to work under pressure, think analytically, define and roll out client and project specifics, develop plans and schedules. • Advanced knowledge of Agile working methods e.g. Scrum/Kanban is a plus."
《AG-01》演算法工程師,義隆電子股份有限公司,新竹縣寶山鄉,經歷不拘,碩士,待遇面議,"1.演算法開發(影像處理, 高性能低運算量之光學滑鼠與指紋辨識方法之開發) 2.高層次模擬環境建模與高效率開發工具之研發 3.指紋算法IP化、客戶問題分析"
工程師,悅鼎軟體有限公司,台中市北區,經歷不拘,大學,待遇面議,"1.對於Javascript、Html 、CSS有一定程度了解。 2.程式開發工具為visual studio，開發語言主要為C#。 3.須了解SQL語法以及資料庫設計規劃。 4.工作中精進學習ASP.NET(MVC)程式等技術撰寫。 4.協助規劃執行軟體架構及模組之設計並控管軟體設計進度。 5.協助研發軟體新技術與新工具。 6.年度考核及格可升遷正職程式設計師。 7.本職缺以網頁應用程式設計後端工程師培訓為主， 只要你(妳)喜歡工作內容具多元化、創新性，肯學習，我們都歡迎！ 9.我們有結案獎金制度,視能力調整薪資，歡迎喜愛挑戰的您加入！"
Back-End Developers / 後端工程師 /JAVA工程師,智邏輯科技有限公司,台北市內湖區,3年以上,專科,待遇面議,"• 3 年以上後端開發工作經驗 • 資訊工程或相關工程學系大學畢業 • 具備獨立開發及解決問題的能力 • 具備Scrum開發經驗/敏捷開發經驗尤佳 • 精通Java、Java Web、spring框架 • 熟悉SOLID, multi-threading, enterprise integration pattern, Web Service and REST設計 • 熟悉microservice、multi-threading、Object-Oriented、design patterns • 對於代碼品質要求, Clean code, Unit test • 具備CI/CD經驗 • 曾任職在金融科技業經驗尤佳 We are looking for a passionate back-end developer GURU who is eager to explore new technologies and willing to contribute like a start up! You will be responsible to work on existing project and also various new projects in the coming months.   Responsibilities • Be sure of a highly dynamic scrum team to help solve design and implementation challenges. • Design, build, and maintain efficient, reusable, and reliable Java code. • Identify bottlenecks and bugs, and devise solutions to these problems. • Maintain and sustain the current software stack to avoid technical debt; always strive to improve the quality of our software. • Work in a clean code environment; great attention to testing and software quality, automated merge pipelines, quality monitoring through Sonar. Requirements • Computer Science or related Engineering Bachelor or above • 3 years or more working experience • Proficient in Java Programming • Understanding of Object-Oriented programming and common design patterns. • Familiar with Java Web, microservice development, and frameworks like spring framework • Great abilities in system analyzing, abstract thinking, and clean code • Extensive restful API development experience • Good knowledge of Relational Databases and SQL • Solid knowledge of event processing models, multi-threading, enterprise integration pattern, Web Service and REST • Experience with Continuous Integration and Continuous Delivery • Experience in Agile development lifecycle methodology • Experience in financial systems, especially fintech, is great bonus"
(APP)遊戲機率設計工程師_台中,尊博科技股份有限公司,台中市西屯區,1年以上,大學,待遇面議,**應徵時請附上Cover Letter(自薦信)** 1.遊戲設計 設定遊戲的表現特點、玩法與規則 規劃遊戲的體驗流程、撰寫規格文件 2.遊戲數學計算 熟悉排列組合、機率理論與馬可夫鏈計算 使用Excel製作遊戲的數學模型 以程式語言撰寫演算法，產生統計分析用的樣本資料 檢驗演算法與數學模型的正確性 3.遊戲性的調整 透過數學機率方法，調配遊戲的回饋與張力 與其他專業人員協同優化遊戲體驗 4.遊戲考察與分析 觀察市場生態 蒐集玩家體驗 提出具洞見的分析
基礎建設工程師（Infrastructure Engineer）,台灣雲海科技有限公司,台北市中山區,3年以上,大學,待遇面議,• 公司電腦及網路(防火牆與VPN)及電話交換主機相關軟硬體之維護。 • Ｗeb、Mail、AD、Proxy、VMware…等Server架設、維護、管理 • Linux、Windows Server 操作管理 • 文件維護 - 製作各式 SOP，簡化繁瑣的問答流程。 • 文件更新避免資訊過期 協助其他同事及 • 主管交辦事項
